sheet,row,sku,issue,current,suggested
PRICE_ELEA_CLEAN,95,ELE-0094,Extract volume from name,,75 g
PRICE_ELEA_CLEAN,96,ELE-0095,Extract volume from name,,75 ml
PRICE_ELEA_CLEAN,97,ELE-0096,Extract volume from name,,150 ml
PRICE_ELEA_CLEAN,98,ELE-0097,Extract volume from name,,250 ml
PRICE_ELEA_CLEAN,99,ELE-0098,Extract volume from name,,75 g
PRICE_ELEA_CLEAN,100,ELE-0099,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,2,ERA-0001,Normalize product name,ERAYBA Стійка крем-фарба  GAMMA 100 мл,ERAYBA Стійка крем-фарба GAMMA 100 мл
PRICE_ERAYBA_CLEAN,2,ERA-0001,Missing or technical category,,
PRICE_ERAYBA_CLEAN,2,ERA-0001,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,3,ERA-0002,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,4,ERA-0003,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,5,ERA-0004,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,6,ERA-0005,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,7,ERA-0006,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,8,ERA-0007,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,9,ERA-0008,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,10,ERA-0009,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,11,ERA-0010,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,12,ERA-0011,Normalize product name,Erayba GO BLOND 7р. (G30)  Пудра для знебарвлення 500 г,Erayba GO BLOND 7р. (G30) Пудра для знебарвлення 500 г
PRICE_ERAYBA_CLEAN,12,ERA-0011,Extract volume from name,,500 g
PRICE_ERAYBA_CLEAN,13,ERA-0012,Extract volume from name,,30 g
PRICE_ERAYBA_CLEAN,14,ERA-0013,Extract volume from name,,500 g
PRICE_ERAYBA_CLEAN,15,ERA-0014,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,16,ERA-0015,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,17,ERA-0016,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,18,ERA-0017,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,19,ERA-0018,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,20,ERA-0019,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,21,ERA-0020,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,22,ERA-0021,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,23,ERA-0022,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,24,ERA-0023,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,25,ERA-0024,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,26,ERA-0025,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,27,ERA-0026,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,28,ERA-0027,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,29,ERA-0028,Normalize product name,Erayba  Активатор GAMMA Color Bliss ACTIVATOR 0 VOL 750 мл,Erayba Активатор GAMMA Color Bliss ACTIVATOR 0 VOL 750 мл
PRICE_ERAYBA_CLEAN,29,ERA-0028,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,30,ERA-0029,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,31,ERA-0030,Normalize product name,E ABH Маска лікувальна Ayurvedic Mask 1000мл,Erayba Маска лікувальна Ayurvedic Mask 1000мл
PRICE_ERAYBA_CLEAN,31,ERA-0030,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,32,ERA-0031,Normalize product name,E ABH Маска лікувальна Ayurvedic Mask 250мл,Erayba Маска лікувальна Ayurvedic Mask 250мл
PRICE_ERAYBA_CLEAN,32,ERA-0031,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,33,ERA-0032,Normalize product name,E ABH Шампунь лікувальний Ayurvedic Shampoo 1000мл,Erayba Шампунь лікувальний Ayurvedic Shampoo 1000мл
PRICE_ERAYBA_CLEAN,33,ERA-0032,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,34,ERA-0033,Normalize product name,E ABH Шампунь лікувальний Ayurvedic Shampoo 250мл,Erayba Шампунь лікувальний Ayurvedic Shampoo 250мл
PRICE_ERAYBA_CLEAN,34,ERA-0033,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,35,ERA-0034,Normalize product name,E ABH Кондиціонер Color Care Conditioner leave-in 200мл,Erayba Кондиціонер Color Care Conditioner leave-in 200мл
PRICE_ERAYBA_CLEAN,35,ERA-0034,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,36,ERA-0035,Normalize product name,E ABH Маска для фарбованного волосся Color Care Mask 1000мл,Erayba Маска для фарбованного волосся Color Care Mask 1000мл
PRICE_ERAYBA_CLEAN,36,ERA-0035,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,37,ERA-0036,Normalize product name,E ABH Маска для фарбованного волосся Color Care Mask 250мл,Erayba Маска для фарбованного волосся Color Care Mask 250мл
PRICE_ERAYBA_CLEAN,37,ERA-0036,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,38,ERA-0037,Normalize product name,E ABH Шампунь для фарбованого волосся  Color Care Shampoo 1000мл,Erayba Шампунь для фарбованого волосся Color Care Shampoo 1000мл
PRICE_ERAYBA_CLEAN,38,ERA-0037,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,39,ERA-0038,Normalize product name,E ABH Шампунь для фарбованного волосся  Color Care Shampoo 250мл,Erayba Шампунь для фарбованного волосся Color Care Shampoo 250мл
PRICE_ERAYBA_CLEAN,39,ERA-0038,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,40,ERA-0039,Normalize product name,E ABH Бальзам для курчавого волосся Curls 150мл,Erayba Бальзам для курчавого волосся Curls 150мл
PRICE_ERAYBA_CLEAN,40,ERA-0039,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,41,ERA-0040,Normalize product name,E ABH Маска д/курчавого волосся  Curls 1000мл,Erayba Маска д/курчавого волосся Curls 1000мл
PRICE_ERAYBA_CLEAN,41,ERA-0040,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,42,ERA-0041,Normalize product name,E ABH Маска для курчавого волосся Curls 250мл,Erayba Маска для курчавого волосся Curls 250мл
PRICE_ERAYBA_CLEAN,42,ERA-0041,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,43,ERA-0042,Normalize product name,E ABH Шампунь для курчавого волосся Curls 1000мл,Erayba Шампунь для курчавого волосся Curls 1000мл
PRICE_ERAYBA_CLEAN,43,ERA-0042,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,44,ERA-0043,Normalize product name,E ABH Шампунь для курчавого волосся Curls 250мл,Erayba Шампунь для курчавого волосся Curls 250мл
PRICE_ERAYBA_CLEAN,44,ERA-0043,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,45,ERA-0044,Normalize product name,E ABH Кондиціонер Detox Refresh Conditioner leave-in 200мл,Erayba Кондиціонер Detox Refresh Conditioner leave-in 200мл
PRICE_ERAYBA_CLEAN,45,ERA-0044,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,46,ERA-0045,Normalize product name,E ABH Маска для всіх типів волосся Detox Refresh Mask 1000мл,Erayba Маска для всіх типів волосся Detox Refresh Mask 1000мл
PRICE_ERAYBA_CLEAN,46,ERA-0045,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,47,ERA-0046,Normalize product name,E ABH Маска для всіх типів волосся Detox Refresh Mask 250мл,Erayba Маска для всіх типів волосся Detox Refresh Mask 250мл
PRICE_ERAYBA_CLEAN,47,ERA-0046,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,48,ERA-0047,Normalize product name,E ABH Шампунь очищаючий Detox Refresh Shampoo 1000мл,Erayba Шампунь очищаючий Detox Refresh Shampoo 1000мл
PRICE_ERAYBA_CLEAN,48,ERA-0047,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,49,ERA-0048,Normalize product name,E ABH Шампунь очищаючий Detox Refresh Shampoo 250мл,Erayba Шампунь очищаючий Detox Refresh Shampoo 250мл
PRICE_ERAYBA_CLEAN,49,ERA-0048,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,50,ERA-0049,Normalize product name,E ABH Двофазовий кондиціонер Repair 200мл,Erayba Двофазовий кондиціонер Repair 200мл
PRICE_ERAYBA_CLEAN,50,ERA-0049,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,51,ERA-0050,Normalize product name,E ABH Маска для пошкодженого волосся Repair Mask 1000 мл,Erayba Маска для пошкодженого волосся Repair Mask 1000 мл
PRICE_ERAYBA_CLEAN,51,ERA-0050,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,52,ERA-0051,Normalize product name,E ABH Маска для пошкодженого волосся Repair 250мл,Erayba Маска для пошкодженого волосся Repair 250мл
PRICE_ERAYBA_CLEAN,52,ERA-0051,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,53,ERA-0052,Normalize product name,E ABH Сироватка Repair Ends Sealer 100мл,Erayba Сироватка Repair Ends Sealer 100мл
PRICE_ERAYBA_CLEAN,53,ERA-0052,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,54,ERA-0053,Normalize product name,E ABH Сироватка Repair treatment 100мл,Erayba Сироватка Repair treatment 100мл
PRICE_ERAYBA_CLEAN,54,ERA-0053,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,55,ERA-0054,Normalize product name,E ABH Шампунь для пошкодженого волосся Repair Shampoo 1000 мл,Erayba Шампунь для пошкодженого волосся Repair Shampoo 1000 мл
PRICE_ERAYBA_CLEAN,55,ERA-0054,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,56,ERA-0055,Normalize product name,E ABH Шампунь для пошкодженого волосся Repair 250мл,Erayba Шампунь для пошкодженого волосся Repair 250мл
PRICE_ERAYBA_CLEAN,56,ERA-0055,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,57,ERA-0056,Normalize product name,E ABH Маска антижовта  Silver No-Yellow Mask 1000мл,Erayba Маска антижовта Silver No-Yellow Mask 1000мл
PRICE_ERAYBA_CLEAN,57,ERA-0056,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,58,ERA-0057,Normalize product name,E ABH Маска антижовта  Silver No-Yellow Mask 250мл,Erayba Маска антижовта Silver No-Yellow Mask 250мл
PRICE_ERAYBA_CLEAN,58,ERA-0057,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,59,ERA-0058,Normalize product name,E ABH Шампунь антижовтий  Silver No-Yellow Shampoo 1000мл,Erayba Шампунь антижовтий Silver No-Yellow Shampoo 1000мл
PRICE_ERAYBA_CLEAN,59,ERA-0058,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,60,ERA-0059,Normalize product name,E ABH Шампунь антижовтий  Silver No-Yellow Shampoo 250мл,Erayba Шампунь антижовтий Silver No-Yellow Shampoo 250мл
PRICE_ERAYBA_CLEAN,60,ERA-0059,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,61,ERA-0060,Normalize product name,E ABH Крем для об'єму Volume 150мл,Erayba Крем для об'єму Volume 150мл
PRICE_ERAYBA_CLEAN,61,ERA-0060,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,62,ERA-0061,Normalize product name,E ABH Маска для об'єму Volume 1000мл,Erayba Маска для об'єму Volume 1000мл
PRICE_ERAYBA_CLEAN,62,ERA-0061,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,63,ERA-0062,Normalize product name,E ABH Маска для об'єму Volume 250мл,Erayba Маска для об'єму Volume 250мл
PRICE_ERAYBA_CLEAN,63,ERA-0062,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,64,ERA-0063,Normalize product name,E ABH Шампунь для об'єму Volume 1000мл,Erayba Шампунь для об'єму Volume 1000мл
PRICE_ERAYBA_CLEAN,64,ERA-0063,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,65,ERA-0064,Normalize product name,E ABH Шампунь для об'єму Volume 250мл,Erayba Шампунь для об'єму Volume 250мл
PRICE_ERAYBA_CLEAN,65,ERA-0064,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,66,ERA-0065,Normalize product name,E ABH Шампунь сухий Volume Dry 150мл,Erayba Шампунь сухий Volume Dry 150мл
PRICE_ERAYBA_CLEAN,66,ERA-0065,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,67,ERA-0066,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,68,ERA-0067,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,69,ERA-0068,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,70,ERA-0069,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,71,ERA-0070,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,72,ERA-0071,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,73,ERA-0072,Extract volume from name,,50 ml
PRICE_ERAYBA_CLEAN,74,ERA-0073,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,75,ERA-0074,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,76,ERA-0075,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,77,ERA-0076,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,78,ERA-0077,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,79,ERA-0078,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,80,ERA-0079,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,81,ERA-0080,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,82,ERA-0081,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,83,ERA-0082,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,84,ERA-0083,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,85,ERA-0084,Extract volume from name,,500 ml
PRICE_ERAYBA_CLEAN,86,ERA-0085,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,87,ERA-0086,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,88,ERA-0087,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,89,ERA-0088,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,90,ERA-0089,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,91,ERA-0090,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,92,ERA-0091,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,93,ERA-0092,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,94,ERA-0093,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,95,ERA-0094,Extract volume from name,,500 ml
PRICE_ERAYBA_CLEAN,96,ERA-0095,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,97,ERA-0096,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,98,ERA-0097,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,99,ERA-0098,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,100,ERA-0099,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,101,ERA-0100,Extract volume from name,,200 ml
PRICE_ERAYBA_CLEAN,102,ERA-0101,Extract volume from name,,500 ml
PRICE_ERAYBA_CLEAN,103,ERA-0102,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,104,ERA-0103,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,105,ERA-0104,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,106,ERA-0105,Normalize product name,Erayba Z18R/EXOАмпули проти випадіння волосся  БЛІСТЕР 5од!!! 5мл,Erayba Z18R/EXOАмпули проти випадіння волосся БЛІСТЕР 5од!!! 5мл
PRICE_ERAYBA_CLEAN,106,ERA-0105,Extract volume from name,,5 ml
PRICE_ERAYBA_CLEAN,107,ERA-0106,Extract volume from name,,5 ml
PRICE_ERAYBA_CLEAN,108,ERA-0107,Normalize product name,E Z12B Шампунь проти жирного волосся 250 мл  NEW!!!,E Z12B Шампунь проти жирного волосся 250 мл NEW!!!
PRICE_ERAYBA_CLEAN,108,ERA-0107,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,109,ERA-0108,Normalize product name,E Z12B Шампунь проти жирного волосся 750 мл  NEW!!!,E Z12B Шампунь проти жирного волосся 750 мл NEW!!!
PRICE_ERAYBA_CLEAN,109,ERA-0108,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,110,ERA-0109,Normalize product name,E Z18B Льосьон проти жирного волосся 100  мл NEW!!!,E Z18B Льосьон проти жирного волосся 100 мл NEW!!!
PRICE_ERAYBA_CLEAN,110,ERA-0109,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,111,ERA-0110,Extract volume from name,,250 ml
PRICE_ERAYBA_CLEAN,112,ERA-0111,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,113,ERA-0112,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,114,ERA-0113,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,115,ERA-0114,Extract volume from name,,750 ml
PRICE_ERAYBA_CLEAN,116,ERA-0115,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,117,ERA-0116,Normalize product name,E Z15A Сироватка заспокійлива  Zen Active 150 мл NEW!!!,E Z15A Сироватка заспокійлива Zen Active 150 мл NEW!!!
PRICE_ERAYBA_CLEAN,117,ERA-0116,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,118,ERA-0117,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,119,ERA-0118,Extract volume from name,,15 ml
PRICE_ERAYBA_CLEAN,120,ERA-0119,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,121,ERA-0120,Extract volume from name,,07 g
PRICE_ERAYBA_CLEAN,122,ERA-0121,Normalize product name,Erayba S10  Лак середньої фіксації 300 мл,Erayba S10 Лак середньої фіксації 300 мл
PRICE_ERAYBA_CLEAN,122,ERA-0121,Extract volume from name,,300 ml
PRICE_ERAYBA_CLEAN,123,ERA-0122,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,124,ERA-0123,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,125,ERA-0124,Extract volume from name,,300 ml
PRICE_ERAYBA_CLEAN,126,ERA-0125,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,127,ERA-0126,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,128,ERA-0127,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,129,ERA-0128,Extract volume from name,,300 ml
PRICE_ERAYBA_CLEAN,130,ERA-0129,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,131,ERA-0130,Extract volume from name,,100 ml
PRICE_ERAYBA_CLEAN,132,ERA-0131,Extract volume from name,,150 ml
PRICE_ERAYBA_CLEAN,133,ERA-0132,Extract volume from name,,1000 ml
PRICE_ERAYBA_CLEAN,136,ERA-0135,Extract volume from name,,500 ml
PRICE_ERAYBA_CLEAN,137,ERA-0136,Extract volume from name,,500 ml
PRICE_ERAYBA_CLEAN,138,ERA-0137,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,2,GLY-0001,Missing or technical category,,
PRICE_GLYNT_CLEAN,2,GLY-0001,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,3,GLY-0002,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,4,GLY-0003,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,5,GLY-0004,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,6,GLY-0005,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,7,GLY-0006,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,8,GLY-0007,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,9,GLY-0008,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,10,GLY-0009,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,11,GLY-0010,Extract volume from name,,450 g
PRICE_GLYNT_CLEAN,12,GLY-0011,Extract volume from name,,40 g
PRICE_GLYNT_CLEAN,13,GLY-0012,Extract volume from name,,500 g
PRICE_GLYNT_CLEAN,14,GLY-0013,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,15,GLY-0014,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,16,GLY-0015,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,17,GLY-0016,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,18,GLY-0017,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,19,GLY-0018,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,20,GLY-0019,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,21,GLY-0020,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,22,GLY-0021,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,23,GLY-0022,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,24,GLY-0023,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,25,GLY-0024,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,26,GLY-0025,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,27,GLY-0026,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,28,GLY-0027,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,29,GLY-0028,Normalize product name,GLYNT TRIJUVEN Step 1-  7 мл + Step 2-  15 мл,GLYNT TRIJUVEN Step 1- 7 мл + Step 2- 15 мл
PRICE_GLYNT_CLEAN,29,GLY-0028,Extract volume from name,,7 ml
PRICE_GLYNT_CLEAN,30,GLY-0029,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,31,GLY-0030,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,32,GLY-0031,Normalize product name,GLYNT  Загущувач для фарби / пудри Thickener Additive 100 мл,GLYNT Загущувач для фарби / пудри Thickener Additive 100 мл
PRICE_GLYNT_CLEAN,32,GLY-0031,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,33,GLY-0032,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,34,GLY-0033,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,35,GLY-0034,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,36,GLY-0035,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,37,GLY-0036,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,38,GLY-0037,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,39,GLY-0038,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,40,GLY-0039,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,41,GLY-0040,Extract volume from name,,3000 ml
PRICE_GLYNT_CLEAN,42,GLY-0041,Normalize product name,GLYNT Кондиціонер для об'єму  VOLUME Conditioner 200 мл,GLYNT Кондиціонер для об'єму VOLUME Conditioner 200 мл
PRICE_GLYNT_CLEAN,42,GLY-0041,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,43,GLY-0042,Normalize product name,GLYNT Кондиціонер для об'єму  VOLUME Conditioner 1000 мл,GLYNT Кондиціонер для об'єму VOLUME Conditioner 1000 мл
PRICE_GLYNT_CLEAN,43,GLY-0042,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,44,GLY-0043,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,45,GLY-0044,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,46,GLY-0045,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,47,GLY-0046,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,48,GLY-0047,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,49,GLY-0048,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,50,GLY-0049,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,51,GLY-0050,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,52,GLY-0051,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,53,GLY-0052,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,54,GLY-0053,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,55,GLY-0054,Extract volume from name,,3000 ml
PRICE_GLYNT_CLEAN,56,GLY-0055,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,57,GLY-0056,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,58,GLY-0057,Normalize product name,GLYNT Спрей для блиску  NUTRI  Shine Spray 100 мл,GLYNT Спрей для блиску NUTRI Shine Spray 100 мл
PRICE_GLYNT_CLEAN,58,GLY-0057,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,59,GLY-0058,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,60,GLY-0059,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,61,GLY-0060,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,62,GLY-0061,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,63,GLY-0062,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,64,GLY-0063,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,65,GLY-0064,Extract volume from name,,100 ml
