sheet,row,sku,issue,current,suggested
PRICE_GLYNT_CLEAN,66,GLY-0065,Normalize product name,GLYNT Тонік п/випадіння  DERMA Ginkgo Energeticum 30 мл,GLYNT Тонік п/випадіння DERMA Ginkgo Energeticum 30 мл
PRICE_GLYNT_CLEAN,66,GLY-0065,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,67,GLY-0066,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,68,GLY-0067,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,69,GLY-0068,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,70,GLY-0069,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,71,GLY-0070,Normalize product name,GLYNT Шампунь п/випадіння  REFRESH Shampoo 1000 мл,GLYNT Шампунь п/випадіння REFRESH Shampoo 1000 мл
PRICE_GLYNT_CLEAN,71,GLY-0070,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,72,GLY-0071,Normalize product name,GLYNT Шампунь п/випадіння  REFRESH Shampoo 250 мл,GLYNT Шампунь п/випадіння REFRESH Shampoo 250 мл
PRICE_GLYNT_CLEAN,72,GLY-0071,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,73,GLY-0072,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,74,GLY-0073,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,75,GLY-0074,Extract volume from name,,1000 ml
PRICE_GLYNT_CLEAN,76,GLY-0075,Extract volume from name,,250 ml
PRICE_GLYNT_CLEAN,77,GLY-0076,Normalize product name,GLYNT Smoothing Water Відновлення волосся  200 мл,GLYNT Smoothing Water Відновлення волосся 200 мл
PRICE_GLYNT_CLEAN,77,GLY-0076,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,78,GLY-0077,Normalize product name,GLYNT Smoothing Water Відновлення волосся  500 мл,GLYNT Smoothing Water Відновлення волосся 500 мл
PRICE_GLYNT_CLEAN,78,GLY-0077,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,79,GLY-0078,Normalize product name,GLYNT Smoothing Water Відновлення волосся  75 мл NEW!!,GLYNT Smoothing Water Відновлення волосся 75 мл NEW!!
PRICE_GLYNT_CLEAN,79,GLY-0078,Extract volume from name,,75 ml
PRICE_GLYNT_CLEAN,80,GLY-0079,Extract volume from name,,25 g
PRICE_GLYNT_CLEAN,81,GLY-0080,Extract volume from name,,75 ml
PRICE_GLYNT_CLEAN,82,GLY-0081,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,83,GLY-0082,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,84,GLY-0083,Extract volume from name,,75 ml
PRICE_GLYNT_CLEAN,85,GLY-0084,Extract volume from name,,125 ml
PRICE_GLYNT_CLEAN,86,GLY-0085,Extract volume from name,,125 ml
PRICE_GLYNT_CLEAN,87,GLY-0086,Extract volume from name,,100 ml
PRICE_GLYNT_CLEAN,88,GLY-0087,Extract volume from name,,125 ml
PRICE_GLYNT_CLEAN,89,GLY-0088,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,90,GLY-0089,Extract volume from name,,300 ml
PRICE_GLYNT_CLEAN,91,GLY-0090,Normalize product name,GLYNT Лак д/волосся сил.фікс.  VENTO Texture Spray 300 мл h5,GLYNT Лак д/волосся сил.фікс. VENTO Texture Spray 300 мл h5
PRICE_GLYNT_CLEAN,91,GLY-0090,Extract volume from name,,300 ml
PRICE_GLYNT_CLEAN,92,GLY-0091,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,93,GLY-0092,Extract volume from name,,300 ml
PRICE_GLYNT_CLEAN,94,GLY-0093,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,95,GLY-0094,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,96,GLY-0095,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,97,GLY-0096,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,98,GLY-0097,Extract volume from name,,500 ml
PRICE_GLYNT_CLEAN,99,GLY-0098,Extract volume from name,,75 ml
PRICE_GLYNT_CLEAN,100,GLY-0099,Extract volume from name,,75 ml
PRICE_GLYNT_CLEAN,101,GLY-0100,Extract volume from name,,6 g
PRICE_GLYNT_CLEAN,102,GLY-0101,Normalize product name,GLYNT Спрей для полегш. Розчіс.  BREEZE Smoothing Spray 200 мл h0,GLYNT Спрей для полегш. Розчіс. BREEZE Smoothing Spray 200 мл h0
PRICE_GLYNT_CLEAN,102,GLY-0101,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,103,GLY-0102,Extract volume from name,,300 ml
PRICE_GLYNT_CLEAN,104,GLY-0103,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,105,GLY-0104,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,106,GLY-0105,Extract volume from name,,150 ml
PRICE_GLYNT_CLEAN,107,GLY-0106,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,108,GLY-0107,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,109,GLY-0108,Extract volume from name,,200 ml
PRICE_GLYNT_CLEAN,110,GLY-0109,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,111,GLY-0110,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,112,GLY-0111,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,113,GLY-0112,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,114,GLY-0113,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,115,GLY-0114,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,116,GLY-0115,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,117,GLY-0116,Extract volume from name,,30 ml
PRICE_GLYNT_CLEAN,118,GLY-0117,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,119,GLY-0118,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,120,GLY-0119,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,121,GLY-0120,Normalize product name,GLYNT МИНІ-ПРОДУКТ Маска NUTRI  50 мл,GLYNT МИНІ-ПРОДУКТ Маска NUTRI 50 мл
PRICE_GLYNT_CLEAN,121,GLY-0120,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,122,GLY-0121,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,123,GLY-0122,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,124,GLY-0123,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,125,GLY-0124,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,126,GLY-0125,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,127,GLY-0126,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,128,GLY-0127,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,129,GLY-0128,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,130,GLY-0129,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,131,GLY-0130,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,132,GLY-0131,Extract volume from name,,20 ml
PRICE_GLYNT_CLEAN,133,GLY-0132,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,134,GLY-0133,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,135,GLY-0134,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,136,GLY-0135,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,137,GLY-0136,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,138,GLY-0137,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,139,GLY-0138,Extract volume from name,,50 ml
PRICE_GLYNT_CLEAN,140,GLY-0139,Extract volume from name,,50 ml
PRICE_GRAHAM_HILL_CLEAN,2,GRA-0001,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,3,GRA-0002,Extract volume from name,,1000 ml
PRICE_GRAHAM_HILL_CLEAN,4,GRA-0003,Extract volume from name,,250 ml
PRICE_GRAHAM_HILL_CLEAN,5,GRA-0004,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,6,GRA-0005,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,7,GRA-0006,Extract volume from name,,1000 ml
PRICE_GRAHAM_HILL_CLEAN,8,GRA-0007,Extract volume from name,,250 ml
PRICE_GRAHAM_HILL_CLEAN,9,GRA-0008,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,10,GRA-0009,Extract volume from name,,1000 ml
PRICE_GRAHAM_HILL_CLEAN,11,GRA-0010,Extract volume from name,,250 ml
PRICE_GRAHAM_HILL_CLEAN,12,GRA-0011,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,13,GRA-0012,Extract volume from name,,200 ml
PRICE_GRAHAM_HILL_CLEAN,14,GRA-0013,Extract volume from name,,150 ml
PRICE_GRAHAM_HILL_CLEAN,15,GRA-0014,Extract volume from name,,30 ml
PRICE_GRAHAM_HILL_CLEAN,16,GRA-0015,Extract volume from name,,85 g
PRICE_GRAHAM_HILL_CLEAN,17,GRA-0016,Normalize product name,GRAHAM HILL Порошок для очищення бороди  RASCASSE 40 г,GRAHAM HILL Порошок для очищення бороди RASCASSE 40 г
PRICE_GRAHAM_HILL_CLEAN,17,GRA-0016,Extract volume from name,,40 g
PRICE_GRAHAM_HILL_CLEAN,18,GRA-0017,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,19,GRA-0018,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,20,GRA-0019,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,21,GRA-0020,Extract volume from name,,75 ml
PRICE_GRAHAM_HILL_CLEAN,22,GRA-0021,Normalize product name,GRAHAM HILL Крем звол. для стайлінгу  BROOKLANDS 150 мл,GRAHAM HILL Крем звол. для стайлінгу BROOKLANDS 150 мл
PRICE_GRAHAM_HILL_CLEAN,22,GRA-0021,Extract volume from name,,150 ml
PRICE_GRAHAM_HILL_CLEAN,23,GRA-0022,Extract volume from name,,100 ml
PRICE_GRAHAM_HILL_CLEAN,24,GRA-0023,Extract volume from name,,75 ml
PRICE_GRAHAM_HILL_CLEAN,25,GRA-0024,Extract volume from name,,75 ml
PRICE_GRAHAM_HILL_CLEAN,26,GRA-0025,Extract volume from name,,200 ml
PRICE_LOTHMANN_CLEAN,2,LOT-0001,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,3,LOT-0002,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,4,LOT-0003,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,6,LOT-0005,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,7,LOT-0006,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,8,LOT-0007,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,9,LOT-0008,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,10,LOT-0009,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,11,LOT-0010,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,12,LOT-0011,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,13,LOT-0012,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,14,LOT-0013,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,15,LOT-0014,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,16,LOT-0015,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,17,LOT-0016,Extract volume from name,,60 ml
PRICE_LOTHMANN_CLEAN,18,LOT-0017,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,19,LOT-0018,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,20,LOT-0019,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,21,LOT-0020,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,22,LOT-0021,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,23,LOT-0022,Extract volume from name,,500 g
PRICE_LOTHMANN_CLEAN,24,LOT-0023,Extract volume from name,,500 g
PRICE_LOTHMANN_CLEAN,25,LOT-0024,Extract volume from name,,500 g
PRICE_LOTHMANN_CLEAN,26,LOT-0025,Extract volume from name,,500 g
PRICE_LOTHMANN_CLEAN,28,LOT-0027,Normalize product name,LOTHMANN Захист волосся  SOIN RECOVERY NUTRI PROTECT 250 мл,LOTHMANN Захист волосся SOIN RECOVERY NUTRI PROTECT 250 мл
PRICE_LOTHMANN_CLEAN,28,LOT-0027,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,29,LOT-0028,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,30,LOT-0029,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,31,LOT-0030,Normalize product name,"LOTHMANN Шампунь глибокого очищення ph 8,5 ALCALIN   1000 мл","LOTHMANN Шампунь глибокого очищення ph 8,5 ALCALIN 1000 мл"
PRICE_LOTHMANN_CLEAN,31,LOT-0030,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,32,LOT-0031,Extract volume from name,,5000 ml
PRICE_LOTHMANN_CLEAN,33,LOT-0032,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,34,LOT-0033,Extract volume from name,,200 ml
PRICE_LOTHMANN_CLEAN,35,LOT-0034,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,36,LOT-0035,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,37,LOT-0036,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,38,LOT-0037,Extract volume from name,,500 ml
PRICE_LOTHMANN_CLEAN,39,LOT-0038,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,40,LOT-0039,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,41,LOT-0040,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,42,LOT-0041,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,43,LOT-0042,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,44,LOT-0043,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,45,LOT-0044,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,46,LOT-0045,Normalize product name,LOTHMANN  Маска HYDRATANT MASK UNITED COLOR 500 мл,LOTHMANN Маска HYDRATANT MASK UNITED COLOR 500 мл
PRICE_LOTHMANN_CLEAN,46,LOT-0045,Extract volume from name,,500 ml
PRICE_LOTHMANN_CLEAN,47,LOT-0046,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,48,LOT-0047,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,49,LOT-0048,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,50,LOT-0049,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,51,LOT-0050,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,52,LOT-0051,Extract volume from name,,1000 ml
PRICE_LOTHMANN_CLEAN,53,LOT-0052,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,54,LOT-0053,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,55,LOT-0054,Extract volume from name,,500 ml
PRICE_LOTHMANN_CLEAN,56,LOT-0055,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,57,LOT-0056,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,58,LOT-0057,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,59,LOT-0058,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,60,LOT-0059,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,61,LOT-0060,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,62,LOT-0061,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,63,LOT-0062,Extract volume from name,,50 ml
PRICE_LOTHMANN_CLEAN,64,LOT-0063,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,65,LOT-0064,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,66,LOT-0065,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,67,LOT-0066,Extract volume from name,,200 ml
PRICE_LOTHMANN_CLEAN,68,LOT-0067,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,69,LOT-0068,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,70,LOT-0069,Extract volume from name,,300 ml
PRICE_LOTHMANN_CLEAN,71,LOT-0070,Extract volume from name,,300 ml
PRICE_LOTHMANN_CLEAN,72,LOT-0071,Extract volume from name,,400 ml
PRICE_LOTHMANN_CLEAN,73,LOT-0072,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,74,LOT-0073,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,75,LOT-0074,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,76,LOT-0075,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,77,LOT-0076,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,78,LOT-0077,Normalize product name,LOTHMANN Спрей-термозахист  WONDER PROTECT 200 мл NEW!!!,LOTHMANN Спрей-термозахист WONDER PROTECT 200 мл NEW!!!
PRICE_LOTHMANN_CLEAN,78,LOT-0077,Extract volume from name,,200 ml
PRICE_LOTHMANN_CLEAN,79,LOT-0078,Extract volume from name,,200 ml
PRICE_LOTHMANN_CLEAN,80,LOT-0079,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,81,LOT-0080,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,82,LOT-0081,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,83,LOT-0082,Extract volume from name,,100 ml
PRICE_LOTHMANN_CLEAN,84,LOT-0083,Extract volume from name,,250 ml
PRICE_LOTHMANN_CLEAN,85,LOT-0084,Extract volume from name,,150 ml
PRICE_LOTHMANN_CLEAN,86,LOT-0085,Extract volume from name,,250 ml
PRICE_LOVIEN_CLEAN,2,LOV-0001,Normalize product name,LOVIEN Стійка крем-фарба  LOVIN COLOR 100 мл,LOVIEN Стійка крем-фарба LOVIN COLOR 100 мл
PRICE_LOVIEN_CLEAN,2,LOV-0001,Missing or technical category,,
PRICE_LOVIEN_CLEAN,2,LOV-0001,Extract volume from name,,100 ml
PRICE_LOVIEN_CLEAN,3,LOV-0002,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,4,LOV-0003,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,5,LOV-0004,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,6,LOV-0005,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,7,LOV-0006,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,8,LOV-0007,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,9,LOV-0008,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,10,LOV-0009,Normalize product name,Lovien Окисник 40 Vol 12%  150 мл,Lovien Окисник 40 Vol 12% 150 мл
PRICE_LOVIEN_CLEAN,10,LOV-0009,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,11,LOV-0010,Extract volume from name,,50 g
PRICE_LOVIEN_CLEAN,12,LOV-0011,Extract volume from name,,400 g
PRICE_LOVIEN_CLEAN,13,LOV-0012,Extract volume from name,,250 ml
PRICE_LOVIEN_CLEAN,14,LOV-0013,Extract volume from name,,10 ml
PRICE_LOVIEN_CLEAN,15,LOV-0014,Extract volume from name,,8 ml
PRICE_LOVIEN_CLEAN,16,LOV-0015,Normalize product name,Lovien Ампула ШТУКА !!!  MINERAL OIL сonditioner 10*10 мл,Lovien Ампула ШТУКА !!! MINERAL OIL сonditioner 10*10 мл
PRICE_LOVIEN_CLEAN,16,LOV-0015,Extract volume from name,,10 ml
PRICE_LOVIEN_CLEAN,17,LOV-0016,Extract volume from name,,250 ml
PRICE_LOVIEN_CLEAN,18,LOV-0017,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,19,LOV-0018,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,20,LOV-0019,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,21,LOV-0020,Extract volume from name,,250 ml
PRICE_LOVIEN_CLEAN,22,LOV-0021,Extract volume from name,,500 ml
PRICE_LOVIEN_CLEAN,23,LOV-0022,Normalize product name,Lovien Сироватка для волосся  SERUM THERAPY 100 мл,Lovien Сироватка для волосся SERUM THERAPY 100 мл
PRICE_LOVIEN_CLEAN,23,LOV-0022,Extract volume from name,,100 ml
PRICE_LOVIEN_CLEAN,24,LOV-0023,Extract volume from name,,120 ml
PRICE_LOVIEN_CLEAN,25,LOV-0024,Extract volume from name,,250 ml
PRICE_LOVIEN_CLEAN,26,LOV-0025,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,27,LOV-0026,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,28,LOV-0027,Extract volume from name,,300 ml
PRICE_LOVIEN_CLEAN,29,LOV-0028,Normalize product name,Lovien Шампунь проти лупи  ANTIDANDRUFF 150 мл,Lovien Шампунь проти лупи ANTIDANDRUFF 150 мл
PRICE_LOVIEN_CLEAN,29,LOV-0028,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,30,LOV-0029,Extract volume from name,,300 ml
PRICE_LOVIEN_CLEAN,31,LOV-0030,Extract volume from name,,1000 ml
PRICE_LOVIEN_CLEAN,32,LOV-0031,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,33,LOV-0032,Extract volume from name,,300 ml
PRICE_LOVIEN_CLEAN,34,LOV-0033,Extract volume from name,,10 ml
PRICE_LOVIEN_CLEAN,35,LOV-0034,Extract volume from name,,150 ml
PRICE_LOVIEN_CLEAN,36,LOV-0035,Extract volume from name,,500 ml
PRICE_LOVIEN_CLEAN,37,LOV-0036,Extract volume from name,,250 ml
ENVIE_CLEAN,2,ENV-0001,Normalize category,#N/A,
ENVIE_CLEAN,3,ENV-0002,Normalize category,#N/A,Hair Oil
ENVIE_CLEAN,8,ENV-0007,Normalize product name,"FIXATIVE RE-BONDER  Фікс відновлюючий розчин, EN368","FIXATIVE RE-BONDER Фікс відновлюючий розчин, EN368"
ENVIE_CLEAN,35,ENV-0034,Normalize product name,"ENVIE SUBLIME MILK Шампунь з молочними протеінами  з кислим PH 1000ml  EN426, EN426","ENVIE SUBLIME MILK Шампунь з молочними протеінами з кислим PH 1000ml EN426, EN426"
ENVIE_CLEAN,36,ENV-0035,Normalize product name,"ENVIE SUBLIME SHAMPOO MILK 250 ML EN425 Шампунь з молочними протеінами  з кислим PH, EN425","ENVIE SUBLIME SHAMPOO MILK 250 ML EN425 Шампунь з молочними протеінами з кислим PH, EN425"
ENVIE_CLEAN,37,ENV-0036,Normalize product name,"ENVIE SUBLIME MILK Маска з молочними протеінами  з кислим PH 1000ml  EN428, EN428","ENVIE SUBLIME MILK Маска з молочними протеінами з кислим PH 1000ml EN428, EN428"
ENVIE_CLEAN,38,ENV-0037,Normalize product name,"ENVIE SUBLIME MILK MASK 250 ML EN427 Маска з молочними протеїнамиз  кислим PH , EN427","ENVIE SUBLIME MILK MASK 250 ML EN427 Маска з молочними протеїнамиз кислим PH , EN427"
ENVIE_CLEAN,39,ENV-0038,Normalize product name,"ENVIE SUBLIME MILK ALL IN ONE  10 в 1 250 ML  EN434 Крем термозахист 10 в 1, EN434","ENVIE SUBLIME MILK ALL IN ONE 10 в 1 250 ML EN434 Крем термозахист 10 в 1, EN434"
ENVIE_CLEAN,40,ENV-0039,Normalize product name,"ENVIE SUBLIME MILK Двохфазний спрей 250 ML  , EN431","ENVIE SUBLIME MILK Двохфазний спрей 250 ML , EN431"
ENVIE_CLEAN,44,ENV-0043,Normalize product name,"ENVIE MILK SUBLIME Молочний Мус-Крем  EN430, EN430","ENVIE MILK SUBLIME Молочний Мус-Крем EN430, EN430"
ENVIE_CLEAN,49,ENV-0048,Normalize product name,"ENVIE CROMACTIVE COLOR PROTECTOR  250 ML  Шампунь  для захисту кольору з кислим PH з екстр.граната, EN439","ENVIE CROMACTIVE COLOR PROTECTOR 250 ML Шампунь для захисту кольору з кислим PH з екстр.граната, EN439"
EXTREMO_CLEAN,2,EXT-0001,Normalize category,Артикул,Lightening Powder
EXTREMO_CLEAN,3,EXT-0002,Normalize category,Артикул,Lightening Powder
EXTREMO_CLEAN,4,EXT-0003,Normalize category,Артикул,Lightening Powder
EXTREMO_CLEAN,5,EXT-0004,Normalize category,Артикул,
EXTREMO_CLEAN,6,EXT-0005,Normalize category,Артикул,
EXTREMO_CLEAN,7,EXT-0006,Normalize category,Артикул,Shampoo
EXTREMO_CLEAN,8,EXT-0007,Normalize category,Артикул,Conditioner
EXTREMO_CLEAN,34,EXT-0033,Normalize product name,"EXTREMO SILKY&SOFT  Кристали з аргановою олією,  EX307","EXTREMO SILKY&SOFT Кристали з аргановою олією, EX307"
EXTREMO_CLEAN,35,EXT-0034,Normalize product name,"EXTREMO SPLIT-ENDS  Кристали інтенсив,  EX306","EXTREMO SPLIT-ENDS Кристали інтенсив, EX306"
EXTREMO_CLEAN,36,EXT-0035,Normalize product name,"EXTREMO  Кристали Макадамія ,  EX315","EXTREMO Кристали Макадамія , EX315"
RAYWELL_CLEAN,2,RAY-0001,Normalize category,Артикул,
RAYWELL_CLEAN,3,RAY-0002,Normalize category,Артикул,Hair Oil
RAYWELL_CLEAN,4,RAY-0003,Normalize category,Артикул,Lightening Powder
RAYWELL_CLEAN,5,RAY-0004,Normalize category,Артикул,Lightening Powder
RAYWELL_CLEAN,6,RAY-0005,Normalize category,Артикул,Lightening Powder
RAYWELL_CLEAN,7,RAY-0006,Normalize category,Артикул,Lightening Powder
RAYWELL_CLEAN,8,RAY-0007,Normalize category,Артикул,
RAYWELL_CLEAN,9,RAY-0008,Normalize category,Артикул,Conditioner
RAYWELL_CLEAN,61,RAY-0060,Normalize product name,"Закріплювач  міні , RD516","Закріплювач міні , RD516"
RAYWELL_CLEAN,69,RAY-0068,Normalize product name,"Ампули  проти  випадіння волосся  для жінок, RR334","Ампули проти випадіння волосся для жінок, RR334"
RAYWELL_CLEAN,100,RAY-0099,Normalize category,24  карати  БОТОКС,24 карати БОТОКС
RAYWELL_CLEAN,101,RAY-0100,Normalize product name,"Флюїд  для кучерявого волосся, RM117","Флюїд для кучерявого волосся, RM117"
